-9.030130990417295500e-01,9.308358493185117100e-01,-1.747117162264841372e+00,2.870653983064731296e+00,2.580923387373925126e-01
5.835867579488545065e-01,-9.015168973348099968e-01,2.111719861999062697e+00,-2.479904170938071584e+00,7.577790359166343137e-01
3.125027034665204262e-01,7.270567360516927424e-02,7.285695268520704371e-01,-3.458962761819003306e-01,-3.167883871974327969e-02
3.685812465366337665e-01,-5.335952130289897122e-01,5.977830042179730352e-01,-3.660507897364192464e-01,1.528859442768532695e+00
1.553948843370970834e-01,1.419103011212799748e-01,-3.191611082581669034e-02,5.687182060552338214e-01,-1.654034766106801391e-01
2.036057566479409497e-01,-8.803234090581091298e-02,2.242481545566025192e-01,-5.203574507238442060e-01,1.028546030935046485e+00
4.679196732820337656e-01,-3.868674900162034080e-01,1.387425914808363636e+00,-1.094701457526079613e+00,1.093059394732983858e+00
3.820627436121131759e-01,-7.002033835607220924e-01,1.439341243934382897e+00,-1.200546480160072926e+00,6.410923839753848164e-01
8.872921084035771955e-01,-8.957618362513521115e-02,1.467876727437351203e+00,-1.534893919462214651e+00,-5.422324842249582888e-01
3.200728015758531608e-01,4.047094496310703615e-01,7.467847206944673299e-01,-3.595037803609391069e-02,-3.859749036322000781e-02
5.703426552070285371e-01,1.547843973312948707e-01,7.621541191797680526e-01,-7.800107695319863366e-02,1.982025689168918636e-01
3.564200150352802576e-01,-5.744032433205679133e-01,9.396683235976273085e-01,-1.102139389796821245e+00,1.178113383802896541e+00
-7.415868330353091176e-02,1.019653423493413147e+00,-8.475691105763411004e-01,1.491902999235043437e+00,-2.553016777892768707e-01
-5.938290459443715807e-01,2.802168631087898487e-01,-6.715741993958538325e-01,1.640180642768437780e+00,6.366553619926881291e-01
3.442769502707616613e-01,1.649854800246703668e-01,-1.772190282008029652e-03,-2.207811562561636520e-01,-1.354014236089041978e-01
3.525532650091397491e-01,9.670765553909796419e-02,6.791057297485765254e-01,-6.869952070385378917e-01,-8.695310236803625858e-02
2.651632949705578016e-02,2.379334320584826912e-01,-1.728924305762727098e-01,8.777310120606486299e-01,1.477390063168062317e+00
4.484422630038317203e-01,-4.305999039457429345e-01,1.275496303012676691e+00,-1.119840377640003881e+00,6.256048504725049142e-01
2.238142738990180902e-01,1.417182835431703147e-01,5.182823776111021852e-01,1.065943350606545631e-01,6.060319670802216674e-01
4.701449546014656311e-02,1.488899732035826526e-02,4.198752536704332683e-01,4.218835549815000974e-01,6.453079930747035453e-01
2.018966682612403918e-01,5.221996974209909270e-01,-3.222619524288209414e-01,6.161365165129610855e-01,6.312323171984093317e-01
2.511026618176382397e-01,3.243027735140691092e-01,5.336327669990545974e-01,2.713229567644271367e-01,-5.967949706385937692e-01
3.301563144561781571e-01,4.923245383704483724e-01,5.485737997182352776e-01,1.747634491885794172e-01,-1.055034193515687196e-01
2.295549992980397414e-01,5.798897372211307966e-01,-3.531672415334614901e-02,9.476516250358426596e-01,-8.514106406535416616e-01
2.110984751774739321e-01,4.322487655164639064e-01,3.639336610260128779e-01,2.750361129036994479e-01,-1.060287828630354923e-01
